,Date,Original,Corpus,Class
0,2006-05-10,economic growth quite strong far year,economic growth quite strong far year,0
1,2006-05-10,committee sees growth likely moderate sustainable pace partly reflecting gradual cooling housing market lagged effects increases interest rates energy prices,committee see growth likely moderate sustainable pace partly reflect gradual cool housing market lag effect increase interest rate energy price,0
2,2006-05-10,yet run prices energy commodities appears modest effect core inflation ongoing productivity gains helped hold growth unit labor costs check inflation expectations remain contained,yet run price energy commodity appear modest effect core inflation ongoing productivity gain help hold growth unit labor cost check inflation expectation remain contain,0
3,2006-05-10,still possible increases resource utilization combination elevated prices energy commodities potential add inflation pressures,still possible increase resource utilization combination elevate price energy commodity potential add inflation pressure,0
4,2006-05-10,committee judges policy firming may yet needed address inflation risks emphasizes extent timing firming depend importantly evolution economic outlook implied incoming information,committee judge policy firm may yet need address inflation risk emphasizes extent timing firm depend importantly evolution economic outlook imply incoming information,0
5,2006-05-10,event committee respond changes economic prospects needed support attainment objectives,event committee respond change economic prospect need support attainment objective,0
