,Date,Original,Corpus,Class
0,2020-03-23,federal reserve committed use full range tools supports economy challenging time thereby promote maximum employment price stability goals,federal reserve commit use full range tool support economy challenge time thereby promote maximum employment price stability goal,0
1,2020-03-23,federal reserve announces extensive new measures support economy,federal reserve announces extensive new measure support economy,0
