,Date,Original,Corpus,Class
0,2020-03-03,fundamentalss economy remain strong,fundamentals economy remain strong,0
1,2020-03-03,however coronavirus poses evolving risks economic activity,however coronavirus pose evolve risk economic activity,0
2,2020-03-03,light risks support achieving maximum employment price stability goals federal open market committee decided today lower target range federal funds rate  percentage point   percent,light risk support achieve maximum employment price stability goal federal open market committee decide today low target range federal fund rate percentage point percent,0
3,2020-03-03,committee closely monitoring developments implications economic outlook use tools act appropriate support economy,committee closely monitoring development implication economic outlook use tool act appropriate support economy,0
